Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
EC-2023-001574,9/19/2023,9/20/2023,Standard Class,C-98486,Maria Garcia,Home Office,United States,San Antonio,Texas,South,P-038,Clothing,Accessories,Belt,138.35,1,0,29.91
EC-2024-001575,3/9/2024,3/13/2024,Standard Class,C-42133,Michael Chen,Consumer,United States,Dallas,Texas,South,P-017,Furniture,Tables,Coffee Table,974.2,2,0,-20.67
EC-2023-001576,8/10/2023,8/17/2023,Standard Class,C-59827,Emily Davis,Corporate,United States,Austin,Texas,South,P-032,Clothing,Shirts,Cotton T-Shirt,60.28,4,0,13.83
EC-2021-001577,11/27/2021,12/3/2021,Second Class,C-82938,Carlos Rivera,Home Office,United States,San Diego,California,West,P-019,Furniture,Bookcases,5-Shelf Bookcase,661.72,4,0.3,-5.75
EC-2024-001578,10/28/2024,10/31/2024,Same Day,C-53051,John Smith,Home Office,United States,Phoenix,Arizona,West,P-035,Clothing,Shoes,Casual Sneakers,155.58,3,0,17.61
EC-2023-001579,9/3/2023,9/4/2023,Standard Class,C-95362,Maria Garcia,Home Office,United States,New York,New York,East,P-015,Furniture,Chairs,Stool,1061.42,4,0.1,224.43
EC-2021-001580,9/10/2021,9/13/2021,First Class,C-68271,John Smith,Home Office,United States,San Antonio,Texas,South,P-012,Electronics,Tablets,Fire HD,340.06,1,0,-6.42
EC-2024-001581,10/25/2024,10/31/2024,Second Class,C-57579,John Smith,Consumer,United States,Philadelphia,Pennsylvania,East,P-014,Furniture,Chairs,Gaming Chair,1059.39,3,0.3,123.25
EC-2021-001582,1/15/2021,1/17/2021,First Class,C-84148,James Lee,Consumer,United States,San Antonio,Texas,South,P-030,Office Supplies,Envelopes,Letter Envelopes,190.72,4,0,41.11
EC-2021-001583,9/18/2021,9/21/2021,First Class,C-43150,Sara Wilson,Consumer,United States,Austin,Texas,South,P-038,Electronics,Accessories,Belt,135.72,1,0.3,34.38
EC-2024-001584,10/10/2024,10/16/2024,Same Day,C-71156,Sara Wilson,Corporate,United States,New York,New York,East,P-012,Electronics,Tablets,Fire HD,2733.04,4,0,236.45
EC-2022-001585,4/5/2022,4/6/2022,Same Day,C-13325,Anna Brown,Corporate,United States,Phoenix,Arizona,West,P-025,Office Supplies,Paper,Sticky Notes,114.88,4,0,17.28
EC-2022-001586,2/8/2022,2/10/2022,Second Class,C-87664,Emily Davis,Corporate,United States,Philadelphia,Pennsylvania,East,P-032,Clothing,Shirts,Cotton T-Shirt,99.51,1,0,-5.79
EC-2023-001587,8/28/2023,8/30/2023,First Class,C-67478,Maria Garcia,Consumer,United States,Philadelphia,Pennsylvania,East,P-026,Office Supplies,Binders,3-Ring Binder,87.96,2,0,24.87
EC-2021-001588,5/5/2021,5/6/2021,Second Class,C-92075,Michael Chen,Corporate,United States,San Antonio,Texas,South,P-032,Clothing,Shirts,Cotton T-Shirt,108.59,1,0.1,7.21
EC-2021-001589,4/25/2021,4/30/2021,Same Day,C-96471,John Smith,Corporate,United States,New York,New York,East,P-003,Electronics,Phones,iPhone SE,1580.67,5,0.1,189.58
EC-2023-001590,5/27/2023,6/1/2023,First Class,C-35228,Maria Garcia,Consumer,United States,Austin,Texas,South,P-039,Clothing,Accessories,Wallet,92.58,1,0.1,18.99
EC-2024-001591,12/31/2024,1/1/2025,Standard Class,C-91376,Sara Wilson,Consumer,United States,Austin,Texas,South,P-003,Electronics,Phones,iPhone SE,1584.06,3,0,279.27
EC-2021-001592,4/1/2021,4/2/2021,Same Day,C-29087,James Lee,Corporate,United States,Chicago,Illinois,Central,P-016,Furniture,Tables,Dining Table,1040.49,3,0,234.21
EC-2022-001593,8/20/2022,8/23/2022,Standard Class,C-55064,Anna Brown,Home Office,United States,New York,New York,East,P-037,Clothing,Jackets,Hoodie,90.96,5,0.2,27.98
EC-2022-001594,12/1/2022,12/3/2022,Same Day,C-90753,Carlos Rivera,Home Office,United States,Dallas,Texas,South,P-016,Furniture,Tables,Dining Table,940.51,3,0.2,206.75
EC-2021-001595,8/3/2021,8/7/2021,Standard Class,C-37936,Anna Brown,Corporate,United States,New York,New York,East,P-036,Clothing,Jackets,Windbreaker,194.87,2,0.3,23.21
EC-2022-001596,2/25/2022,3/1/2022,First Class,C-48086,Sara Wilson,Consumer,United States,Chicago,Illinois,Central,P-037,Clothing,Jackets,Hoodie,49.02,3,0,-1.06
EC-2021-001597,3/2/2021,3/4/2021,Standard Class,C-42239,James Lee,Corporate,United States,Houston,Texas,South,P-019,Furniture,Bookcases,5-Shelf Bookcase,407.08,3,0.3,41.64
EC-2022-001598,6/21/2022,6/22/2022,Standard Class,C-69795,Anna Brown,Home Office,United States,New York,New York,East,P-013,Furniture,Chairs,Office Chair,277.04,1,0,91.65
EC-2023-001599,12/16/2023,12/23/2023,Second Class,C-59054,Emily Davis,Corporate,United States,Austin,Texas,South,P-028,Office Supplies,Art,Markers Set,27.78,2,0,2.99
EC-2024-001600,6/15/2024,6/20/2024,First Class,C-26575,Sara Wilson,Home Office,United States,Houston,Texas,South,P-034,Clothing,Shoes,Running Shoes,364.77,3,0,24.07
EC-2024-001601,9/20/2024,9/25/2024,Same Day,C-33461,Emily Davis,Consumer,United States,Los Angeles,California,West,P-014,Furniture,Chairs,Gaming Chair,2353.4,5,0,469.68
EC-2023-001602,8/29/2023,9/1/2023,Second Class,C-38651,Carlos Rivera,Corporate,United States,Austin,Texas,South,P-031,Office Supplies,Envelopes,Bubble Mailer,36.97,2,0.1,11.42
EC-2023-001603,2/6/2023,2/9/2023,Standard Class,C-86541,John Smith,Consumer,United States,San Diego,California,West,P-038,Clothing,Accessories,Belt,314.47,3,0.1,-6.47
EC-2023-001604,7/13/2023,7/17/2023,First Class,C-67892,Anna Brown,Corporate,United States,San Antonio,Texas,South,P-037,Clothing,Jackets,Hoodie,370.83,3,0,-6.11
EC-2021-001605,6/18/2021,6/21/2021,Second Class,C-15017,Anna Brown,Home Office,United States,San Diego,California,West,P-024,Office Supplies,Paper,Notebook,127.88,2,0,10.94
EC-2022-001606,5/28/2022,5/31/2022,Standard Class,C-46942,Emily Davis,Consumer,United States,Phoenix,Arizona,West,P-027,Office Supplies,Binders,Report Cover,399.4,5,0,20.99
EC-2023-001607,8/25/2023,8/31/2023,Same Day,C-82432,Sara Wilson,Consumer,United States,San Diego,California,West,P-038,Clothing,Accessories,Belt,82.3,2,0.1,9.89
EC-2022-001608,10/4/2022,10/11/2022,Same Day,C-85695,James Lee,Corporate,United States,Houston,Texas,South,P-036,Clothing,Jackets,Windbreaker,138.53,4,0.2,-0.82
EC-2024-001609,9/11/2024,9/18/2024,Standard Class,C-86933,John Smith,Corporate,United States,Philadelphia,Pennsylvania,East,P-024,Office Supplies,Paper,Notebook,102.03,4,0.3,21.56
EC-2022-001610,11/8/2022,11/13/2022,Same Day,C-34685,Sara Wilson,Home Office,United States,Austin,Texas,South,P-038,Electronics,Accessories,Belt,1413.23,2,0.1,97.67
EC-2023-001611,7/14/2023,7/20/2023,Standard Class,C-89084,Sara Wilson,Consumer,United States,Phoenix,Arizona,West,P-009,Electronics,Laptops,Lenovo IdeaPad,641.15,5,0,38.22
EC-2021-001612,5/23/2021,5/27/2021,Standard Class,C-77964,John Smith,Consumer,United States,Phoenix,Arizona,West,P-038,Electronics,Accessories,Belt,1341.65,5,0,250.08
EC-2023-001613,3/12/2023,3/14/2023,Same Day,C-27030,Anna Brown,Consumer,United States,Los Angeles,California,West,P-020,Furniture,Bookcases,3-Shelf Bookcase,295.82,1,0.1,-9.96
EC-2021-001614,11/22/2021,11/27/2021,Standard Class,C-68422,Maria Garcia,Corporate,United States,Austin,Texas,South,P-031,Office Supplies,Envelopes,Bubble Mailer,170.76,4,0,-1.89
EC-2024-001615,3/11/2024,3/15/2024,Second Class,C-55453,Carlos Rivera,Corporate,United States,Dallas,Texas,South,P-035,Clothing,Shoes,Casual Sneakers,240.51,3,0.3,75.59
EC-2022-001616,5/26/2022,5/28/2022,Same Day,C-15723,Anna Brown,Home Office,United States,Austin,Texas,South,P-035,Clothing,Shoes,Casual Sneakers,107.53,2,0.3,23.72
EC-2024-001617,9/27/2024,9/28/2024,Same Day,C-23791,Emily Davis,Corporate,United States,Houston,Texas,South,P-020,Furniture,Bookcases,3-Shelf Bookcase,2980.2,5,0,-311.66
EC-2022-001618,6/2/2022,6/4/2022,Same Day,C-35480,Michael Chen,Consumer,United States,San Diego,California,West,P-038,Clothing,Accessories,Belt,67.0,4,0.1,10.26
EC-2021-001619,8/23/2021,8/29/2021,Same Day,C-67373,James Lee,Corporate,United States,Chicago,Illinois,Central,P-002,Electronics,Phones,Samsung A12,413.57,1,0,-8.87
EC-2021-001620,12/16/2021,12/23/2021,Second Class,C-20169,John Smith,Home Office,United States,New York,New York,East,P-036,Clothing,Jackets,Windbreaker,31.14,1,0.2,-0.85
EC-2023-001621,1/4/2023,1/6/2023,Second Class,C-93203,Maria Garcia,Home Office,United States,Houston,Texas,South,P-027,Office Supplies,Binders,Report Cover,359.75,5,0,-19.71
EC-2021-001622,4/18/2021,4/23/2021,Same Day,C-21978,John Smith,Consumer,United States,New York,New York,East,P-037,Clothing,Jackets,Hoodie,237.12,2,0,-7.65
EC-2022-001623,11/22/2022,11/29/2022,Second Class,C-15768,Michael Chen,Home Office,United States,Houston,Texas,South,P-032,Clothing,Shirts,Cotton T-Shirt,31.35,1,0.3,-0.31
EC-2024-001624,2/26/2024,3/3/2024,Standard Class,C-23878,Emily Davis,Home Office,United States,Houston,Texas,South,P-008,Electronics,Laptops,Dell Inspiron,2702.7,4,0.1,-23.31
EC-2023-001625,4/4/2023,4/10/2023,Same Day,C-95189,Emily Davis,Consumer,United States,Philadelphia,Pennsylvania,East,P-026,Office Supplies,Binders,3-Ring Binder,41.92,2,0,10.37
EC-2023-001626,4/22/2023,4/25/2023,Second Class,C-88625,Emily Davis,Corporate,United States,Austin,Texas,South,P-001,Electronics,Phones,Nokia 3310,2922.0,5,0,-110.09
EC-2021-001627,12/26/2021,1/1/2022,Same Day,C-60118,Anna Brown,Home Office,United States,Philadelphia,Pennsylvania,East,P-035,Clothing,Shoes,Casual Sneakers,19.29,1,0.2,6.24
EC-2024-001628,6/16/2024,6/23/2024,Standard Class,C-59089,Sara Wilson,Corporate,United States,Los Angeles,California,West,P-038,Electronics,Accessories,Belt,965.49,2,0.2,-7.13
EC-2023-001629,2/9/2023,2/11/2023,Same Day,C-15191,Michael Chen,Consumer,United States,New York,New York,East,P-026,Office Supplies,Binders,3-Ring Binder,181.32,3,0,24.19
EC-2022-001630,11/10/2022,11/13/2022,Second Class,C-89700,Michael Chen,Consumer,United States,Houston,Texas,South,P-023,Office Supplies,Paper,A4 Ream,102.2,2,0.3,-2.65
EC-2024-001631,7/13/2024,7/14/2024,Second Class,C-26457,Maria Garcia,Corporate,United States,Los Angeles,California,West,P-027,Office Supplies,Binders,Report Cover,53.56,1,0.3,-1.86
EC-2023-001632,11/6/2023,11/7/2023,Same Day,C-42632,Carlos Rivera,Home Office,United States,San Antonio,Texas,South,P-016,Furniture,Tables,Dining Table,483.92,2,0,85.75
EC-2022-001633,7/11/2022,7/18/2022,First Class,C-89874,Michael Chen,Consumer,United States,Dallas,Texas,South,P-030,Office Supplies,Envelopes,Letter Envelopes,62.77,2,0.1,11.45
EC-2023-001634,2/21/2023,2/25/2023,Standard Class,C-69454,Carlos Rivera,Corporate,United States,Los Angeles,California,West,P-021,Furniture,Storage,Cabinet,734.96,2,0,120.63
EC-2022-001635,11/14/2022,11/16/2022,Standard Class,C-59054,Sara Wilson,Consumer,United States,Dallas,Texas,South,P-038,Clothing,Accessories,Belt,138.68,1,0,42.78
EC-2023-001636,2/4/2023,2/8/2023,Second Class,C-31281,Anna Brown,Corporate,United States,Dallas,Texas,South,P-039,Clothing,Accessories,Wallet,70.19,1,0,11.61
EC-2023-001637,11/10/2023,11/16/2023,First Class,C-72616,John Smith,Home Office,United States,Dallas,Texas,South,P-037,Clothing,Jackets,Hoodie,392.47,4,0.1,-10.62
EC-2024-001638,9/25/2024,10/1/2024,Same Day,C-96848,James Lee,Corporate,United States,Chicago,Illinois,Central,P-025,Office Supplies,Paper,Sticky Notes,151.64,2,0,18.84
EC-2024-001639,8/12/2024,8/18/2024,Second Class,C-43144,Carlos Rivera,Corporate,United States,San Antonio,Texas,South,P-001,Electronics,Phones,Nokia 3310,790.02,2,0.1,78.8
EC-2021-001640,7/2/2021,7/3/2021,Standard Class,C-10841,James Lee,Corporate,United States,Austin,Texas,South,P-037,Clothing,Jackets,Hoodie,71.85,2,0.3,12.17
EC-2021-001641,5/24/2021,5/31/2021,Same Day,C-27607,Anna Brown,Home Office,United States,San Antonio,Texas,South,P-032,Clothing,Shirts,Cotton T-Shirt,413.44,4,0,-4.26
EC-2023-001642,7/12/2023,7/17/2023,Standard Class,C-67767,Maria Garcia,Consumer,United States,Houston,Texas,South,P-034,Clothing,Shoes,Running Shoes,45.92,2,0,5.87
EC-2021-001643,6/25/2021,6/29/2021,Second Class,C-23213,John Smith,Corporate,United States,Los Angeles,California,West,P-014,Furniture,Chairs,Gaming Chair,1289.6,5,0,249.37
EC-2024-001644,9/24/2024,9/29/2024,Standard Class,C-73691,Sara Wilson,Consumer,United States,New York,New York,East,P-007,Electronics,Laptops,HP 15,397.57,1,0.1,91.8
EC-2023-001645,1/30/2023,2/5/2023,Standard Class,C-53287,Maria Garcia,Corporate,United States,Philadelphia,Pennsylvania,East,P-031,Office Supplies,Envelopes,Bubble Mailer,272.05,4,0.1,63.45
EC-2023-001646,4/3/2023,4/9/2023,Second Class,C-58290,Sara Wilson,Consumer,United States,Chicago,Illinois,Central,P-012,Electronics,Tablets,Fire HD,1473.67,3,0.3,-40.59
EC-2021-001647,1/7/2021,1/13/2021,First Class,C-73509,Michael Chen,Consumer,United States,Philadelphia,Pennsylvania,East,P-038,Clothing,Accessories,Belt,279.11,3,0.3,51.16
EC-2023-001648,9/3/2023,9/9/2023,Same Day,C-84959,John Smith,Home Office,United States,Los Angeles,California,West,P-008,Electronics,Laptops,Dell Inspiron,378.56,2,0.3,35.19
EC-2022-001649,9/10/2022,9/17/2022,Standard Class,C-41897,Anna Brown,Corporate,United States,San Diego,California,West,P-021,Furniture,Storage,Cabinet,491.52,1,0.1,-12.23
EC-2023-001650,6/10/2023,6/16/2023,First Class,C-72429,Maria Garcia,Consumer,United States,New York,New York,East,P-013,Furniture,Chairs,Office Chair,1648.14,3,0,438.0
EC-2024-001651,11/17/2024,11/20/2024,Second Class,C-60023,Michael Chen,Home Office,United States,Houston,Texas,South,P-021,Furniture,Storage,Cabinet,1161.64,4,0.3,317.0
EC-2021-001652,8/25/2021,8/28/2021,Second Class,C-85083,Emily Davis,Consumer,United States,Los Angeles,California,West,P-017,Furniture,Tables,Coffee Table,1284.6,5,0,-105.36
EC-2024-001653,3/27/2024,4/2/2024,Second Class,C-57844,James Lee,Corporate,United States,New York,New York,East,P-020,Furniture,Bookcases,3-Shelf Bookcase,696.29,2,0.1,239.49
EC-2021-001654,1/19/2021,1/24/2021,Standard Class,C-29323,Carlos Rivera,Corporate,United States,Dallas,Texas,South,P-014,Furniture,Chairs,Gaming Chair,1513.2,3,0,302.56
EC-2022-001655,10/18/2022,10/21/2022,Second Class,C-74883,Carlos Rivera,Home Office,United States,San Diego,California,West,P-015,Furniture,Chairs,Stool,999.9,5,0.1,-23.93
EC-2021-001656,11/9/2021,11/16/2021,Standard Class,C-61355,Carlos Rivera,Home Office,United States,Houston,Texas,South,P-033,Clothing,Shirts,Polo Shirt,109.56,1,0,33.64
EC-2023-001657,3/15/2023,3/18/2023,Same Day,C-47098,Carlos Rivera,Home Office,United States,San Antonio,Texas,South,P-015,Furniture,Chairs,Stool,2141.86,4,0.1,153.24
EC-2021-001658,9/26/2021,9/29/2021,First Class,C-73234,Carlos Rivera,Consumer,United States,Austin,Texas,South,P-021,Furniture,Storage,Cabinet,508.67,2,0.2,46.43
EC-2022-001659,2/5/2022,2/11/2022,Second Class,C-99056,James Lee,Corporate,United States,New York,New York,East,P-016,Furniture,Tables,Dining Table,778.91,2,0.1,261.03
EC-2023-001660,8/29/2023,8/31/2023,First Class,C-14455,Maria Garcia,Consumer,United States,New York,New York,East,P-002,Electronics,Phones,Samsung A12,693.06,2,0.3,-18.49
EC-2022-001661,9/12/2022,9/18/2022,Same Day,C-60082,Carlos Rivera,Consumer,United States,Austin,Texas,South,P-022,Furniture,Storage,Drawer Unit,435.1,1,0.1,134.65
EC-2021-001662,9/3/2021,9/4/2021,Same Day,C-85055,Sara Wilson,Consumer,United States,Los Angeles,California,West,P-036,Clothing,Jackets,Windbreaker,507.95,5,0,28.91
EC-2022-001663,1/6/2022,1/10/2022,Same Day,C-80452,James Lee,Home Office,United States,Dallas,Texas,South,P-025,Office Supplies,Paper,Sticky Notes,54.76,2,0,8.08
EC-2024-001664,2/13/2024,2/20/2024,Same Day,C-26264,Anna Brown,Home Office,United States,San Diego,California,West,P-033,Clothing,Shirts,Polo Shirt,94.52,5,0.2,24.97
EC-2021-001665,1/11/2021,1/16/2021,Second Class,C-83727,Carlos Rivera,Corporate,United States,Dallas,Texas,South,P-038,Electronics,Accessories,Belt,396.8,5,0,-29.26
EC-2023-001666,11/3/2023,11/6/2023,Standard Class,C-48456,Sara Wilson,Home Office,United States,Philadelphia,Pennsylvania,East,P-001,Electronics,Phones,Nokia 3310,367.29,1,0,51.49
EC-2023-001667,12/7/2023,12/10/2023,Standard Class,C-49283,Anna Brown,Home Office,United States,Austin,Texas,South,P-022,Furniture,Storage,Drawer Unit,437.72,1,0,-2.67
EC-2023-001668,1/6/2023,1/9/2023,Same Day,C-62436,Sara Wilson,Home Office,United States,Chicago,Illinois,Central,P-018,Furniture,Tables,Desk,356.01,3,0,-5.86
EC-2023-001669,5/22/2023,5/28/2023,Standard Class,C-58777,James Lee,Home Office,United States,Chicago,Illinois,Central,P-009,Electronics,Laptops,Lenovo IdeaPad,216.13,3,0.3,-5.6
EC-2023-001670,6/8/2023,6/12/2023,Standard Class,C-63317,Maria Garcia,Home Office,United States,New York,New York,East,P-035,Clothing,Shoes,Casual Sneakers,20.38,1,0.2,1.69
EC-2022-001671,11/15/2022,11/22/2022,Standard Class,C-59628,Maria Garcia,Consumer,United States,Phoenix,Arizona,West,P-024,Office Supplies,Paper,Notebook,22.97,1,0.1,-0.79
EC-2024-001672,4/20/2024,4/27/2024,First Class,C-16286,James Lee,Consumer,United States,Dallas,Texas,South,P-039,Electronics,Accessories,Wallet,1380.82,3,0.2,-54.4
EC-2022-001673,12/8/2022,12/15/2022,Same Day,C-30380,James Lee,Home Office,United States,San Diego,California,West,P-030,Office Supplies,Envelopes,Letter Envelopes,81.52,2,0,4.31
EC-2021-001674,4/19/2021,4/25/2021,Standard Class,C-56399,Sara Wilson,Home Office,United States,Philadelphia,Pennsylvania,East,P-022,Furniture,Storage,Drawer Unit,1211.48,4,0.3,226.95
EC-2023-001675,12/3/2023,12/9/2023,Second Class,C-20416,Maria Garcia,Corporate,United States,Houston,Texas,South,P-029,Office Supplies,Art,Pencil Set,304.24,4,0,92.36
EC-2024-001676,3/24/2024,3/25/2024,First Class,C-98740,James Lee,Home Office,United States,Los Angeles,California,West,P-013,Furniture,Chairs,Office Chair,1472.64,4,0,498.71
EC-2023-001677,4/11/2023,4/12/2023,Second Class,C-96661,John Smith,Consumer,United States,Austin,Texas,South,P-038,Clothing,Accessories,Belt,389.93,5,0.3,59.86
EC-2021-001678,12/25/2021,12/26/2021,First Class,C-24841,Emily Davis,Consumer,United States,Philadelphia,Pennsylvania,East,P-034,Clothing,Shoes,Running Shoes,516.92,4,0.1,84.63
EC-2022-001679,9/5/2022,9/9/2022,Standard Class,C-94275,John Smith,Corporate,United States,Phoenix,Arizona,West,P-014,Furniture,Chairs,Gaming Chair,365.22,5,0.1,42.09
EC-2022-001680,12/30/2022,12/31/2022,First Class,C-34400,Michael Chen,Corporate,United States,Austin,Texas,South,P-038,Clothing,Accessories,Belt,55.28,1,0,8.56
EC-2023-001681,6/2/2023,6/6/2023,Standard Class,C-42785,Anna Brown,Consumer,United States,Houston,Texas,South,P-023,Office Supplies,Paper,A4 Ream,143.2,4,0,13.85
EC-2022-001682,9/5/2022,9/8/2022,First Class,C-28333,Emily Davis,Consumer,United States,San Antonio,Texas,South,P-039,Clothing,Accessories,Wallet,83.08,4,0.3,-2.51
EC-2024-001683,12/23/2024,12/25/2024,First Class,C-31012,Anna Brown,Consumer,United States,Los Angeles,California,West,P-033,Clothing,Shirts,Polo Shirt,73.55,4,0.1,-6.03
EC-2023-001684,5/13/2023,5/17/2023,Standard Class,C-60967,James Lee,Corporate,United States,San Diego,California,West,P-036,Clothing,Jackets,Windbreaker,188.35,4,0.2,50.44
EC-2021-001685,9/16/2021,9/18/2021,Second Class,C-66317,John Smith,Home Office,United States,Philadelphia,Pennsylvania,East,P-001,Electronics,Phones,Nokia 3310,1251.08,2,0,317.14
EC-2022-001686,8/1/2022,8/5/2022,Standard Class,C-44541,Anna Brown,Corporate,United States,Los Angeles,California,West,P-039,Clothing,Accessories,Wallet,491.9,5,0,-18.42
EC-2024-001687,12/17/2024,12/24/2024,Standard Class,C-25789,James Lee,Home Office,United States,Los Angeles,California,West,P-035,Clothing,Shoes,Casual Sneakers,141.64,5,0.3,-3.4
EC-2022-001688,1/29/2022,1/31/2022,Standard Class,C-93009,Anna Brown,Consumer,United States,San Antonio,Texas,South,P-033,Clothing,Shirts,Polo Shirt,24.55,1,0.1,4.23
EC-2023-001689,9/9/2023,9/10/2023,Second Class,C-64797,Anna Brown,Corporate,United States,San Diego,California,West,P-020,Furniture,Bookcases,3-Shelf Bookcase,714.69,3,0,95.89
EC-2021-001690,3/25/2021,3/26/2021,First Class,C-66479,James Lee,Home Office,United States,New York,New York,East,P-023,Office Supplies,Paper,A4 Ream,83.6,4,0,-8.09
EC-2022-001691,11/16/2022,11/19/2022,Second Class,C-87189,Emily Davis,Consumer,United States,Los Angeles,California,West,P-031,Office Supplies,Envelopes,Bubble Mailer,112.44,2,0,17.78
EC-2024-001692,4/11/2024,4/15/2024,Standard Class,C-34960,Anna Brown,Consumer,United States,Los Angeles,California,West,P-019,Furniture,Bookcases,5-Shelf Bookcase,2036.85,5,0,126.92
EC-2024-001693,1/25/2024,1/30/2024,Same Day,C-26755,Anna Brown,Corporate,United States,Philadelphia,Pennsylvania,East,P-032,Clothing,Shirts,Cotton T-Shirt,237.76,2,0.2,-18.99
EC-2023-001694,1/20/2023,1/24/2023,Second Class,C-88532,Carlos Rivera,Corporate,United States,Los Angeles,California,West,P-037,Clothing,Jackets,Hoodie,320.72,5,0.2,-9.21
EC-2024-001695,3/5/2024,3/6/2024,Same Day,C-67376,Michael Chen,Home Office,United States,Houston,Texas,South,P-019,Furniture,Bookcases,5-Shelf Bookcase,1349.64,5,0.2,-46.09
EC-2022-001696,2/28/2022,3/2/2022,Standard Class,C-78822,Carlos Rivera,Consumer,United States,New York,New York,East,P-039,Clothing,Accessories,Wallet,75.95,1,0.2,14.17
EC-2024-001697,12/21/2024,12/24/2024,Standard Class,C-29416,Carlos Rivera,Consumer,United States,San Diego,California,West,P-027,Office Supplies,Binders,Report Cover,108.95,5,0,14.99
EC-2024-001698,8/8/2024,8/10/2024,Second Class,C-52540,Maria Garcia,Home Office,United States,Houston,Texas,South,P-019,Furniture,Bookcases,5-Shelf Bookcase,169.53,3,0.3,39.25
EC-2024-001699,6/6/2024,6/9/2024,Second Class,C-43552,John Smith,Consumer,United States,Philadelphia,Pennsylvania,East,P-027,Office Supplies,Binders,Report Cover,93.51,2,0.3,-3.18
EC-2022-001700,6/12/2022,6/19/2022,Standard Class,C-92549,Michael Chen,Home Office,United States,Austin,Texas,South,P-012,Electronics,Tablets,Fire HD,1325.28,2,0,173.13
EC-2023-001701,6/8/2023,6/11/2023,Second Class,C-34754,Sara Wilson,Corporate,United States,Chicago,Illinois,Central,P-021,Furniture,Storage,Cabinet,1351.6,4,0,-39.83
EC-2022-001702,9/28/2022,9/30/2022,Standard Class,C-62757,Maria Garcia,Corporate,United States,Chicago,Illinois,Central,P-019,Furniture,Bookcases,5-Shelf Bookcase,104.51,1,0.1,12.91
EC-2021-001703,7/24/2021,7/28/2021,Second Class,C-45082,James Lee,Consumer,United States,San Antonio,Texas,South,P-015,Furniture,Chairs,Stool,509.81,1,0,-19.04
EC-2024-001704,1/16/2024,1/22/2024,Second Class,C-50289,Emily Davis,Home Office,United States,Philadelphia,Pennsylvania,East,P-001,Electronics,Phones,Nokia 3310,645.57,4,0.2,-20.51
EC-2021-001705,4/25/2021,4/30/2021,Second Class,C-77048,Michael Chen,Home Office,United States,Phoenix,Arizona,West,P-034,Clothing,Shoes,Running Shoes,17.86,1,0,-1.14
EC-2021-001706,2/19/2021,2/21/2021,Standard Class,C-60429,Maria Garcia,Corporate,United States,San Antonio,Texas,South,P-013,Furniture,Chairs,Office Chair,791.16,3,0,258.32
EC-2022-001707,4/5/2022,4/6/2022,Second Class,C-15681,James Lee,Corporate,United States,Phoenix,Arizona,West,P-034,Clothing,Shoes,Running Shoes,98.12,1,0,-9.63
EC-2024-001708,5/13/2024,5/15/2024,First Class,C-75437,Emily Davis,Consumer,United States,San Antonio,Texas,South,P-022,Furniture,Storage,Drawer Unit,1214.61,3,0,379.71
EC-2021-001709,11/1/2021,11/8/2021,Standard Class,C-46500,James Lee,Corporate,United States,Chicago,Illinois,Central,P-023,Office Supplies,Paper,A4 Ream,137.16,4,0,11.51
EC-2022-001710,1/8/2022,1/15/2022,First Class,C-93440,Emily Davis,Corporate,United States,San Antonio,Texas,South,P-007,Electronics,Laptops,HP 15,1177.82,4,0.3,402.64
EC-2023-001711,5/8/2023,5/13/2023,Same Day,C-65291,Anna Brown,Home Office,United States,Dallas,Texas,South,P-017,Furniture,Tables,Coffee Table,642.4,2,0.1,48.23
EC-2021-001712,1/6/2021,1/8/2021,Same Day,C-28264,Carlos Rivera,Corporate,United States,New York,New York,East,P-039,Electronics,Accessories,Wallet,768.21,1,0,248.45
EC-2022-001713,5/12/2022,5/14/2022,Standard Class,C-65667,Emily Davis,Consumer,United States,Houston,Texas,South,P-035,Clothing,Shoes,Casual Sneakers,55.49,2,0.1,14.98
EC-2024-001714,4/6/2024,4/7/2024,Standard Class,C-11635,Michael Chen,Home Office,United States,Dallas,Texas,South,P-003,Electronics,Phones,iPhone SE,217.92,3,0,-4.82
EC-2021-001715,10/14/2021,10/20/2021,First Class,C-11731,Carlos Rivera,Home Office,United States,San Diego,California,West,P-017,Furniture,Tables,Coffee Table,876.15,3,0.1,249.19
EC-2024-001716,8/8/2024,8/9/2024,Standard Class,C-82634,Carlos Rivera,Consumer,United States,Austin,Texas,South,P-038,Electronics,Accessories,Belt,162.82,4,0.3,54.46
EC-2021-001717,11/18/2021,11/21/2021,Same Day,C-17339,Anna Brown,Home Office,United States,Los Angeles,California,West,P-027,Office Supplies,Binders,Report Cover,109.68,2,0.3,12.46
EC-2024-001718,11/19/2024,11/23/2024,Same Day,C-65603,Anna Brown,Corporate,United States,Dallas,Texas,South,P-034,Clothing,Shoes,Running Shoes,253.36,2,0,73.73
EC-2021-001719,6/9/2021,6/12/2021,Second Class,C-88264,John Smith,Corporate,United States,Austin,Texas,South,P-023,Office Supplies,Paper,A4 Ream,36.74,2,0.2,-0.3
EC-2024-001720,7/31/2024,8/1/2024,Second Class,C-15987,John Smith,Corporate,United States,Houston,Texas,South,P-026,Office Supplies,Binders,3-Ring Binder,391.25,5,0,85.73
